0.28 0.756	9.49199	2.7	-2.7468
0.281 0.7587	9.48924	2.7	-2.75661
0.282 0.7614	9.48648	2.7	-2.76642
0.283 0.7641	9.48371	2.7	-2.77623
0.284 0.7668	9.48093	2.7	-2.78604
0.285 0.7695	9.47813	2.7	-2.79585
0.286 0.7722	9.47533	2.7	-2.80566
0.287 0.7749	9.47252	2.7	-2.81547
0.288 0.7776	9.4697	2.7	-2.82528
0.289 0.7803	9.46687	2.7	-2.83509
0.29 0.783	9.46403	2.7	-2.8449
0.291 0.7857	9.46118	2.7	-2.85471
0.292 0.7884	9.45832	2.7	-2.86452
0.293 0.7911	9.45545	2.7	-2.87433
0.294 0.7938	9.45257	2.7	-2.88414
0.295 0.7965	9.44969	2.7	-2.89395
0.296 0.7992	9.44679	2.7	-2.90376
0.297 0.8019	9.44388	2.7	-2.91357
0.298 0.8046	9.44096	2.7	-2.92338
0.299 0.8073	9.43803	2.7	-2.93319
0.3 0.81	9.43509	2.7	-2.943
0.301 0.8127	9.43215	2.7	-2.95281
0.302 0.8154	9.42919	2.7	-2.96262
0.303 0.8181	9.42622	2.7	-2.97243
0.304 0.8208	9.42324	2.7	-2.98224
0.305 0.8235	9.42026	2.7	-2.99205
0.306 0.8262	9.41726	2.7	-3.00186
0.307 0.8289	9.41425	2.7	-3.01167
0.308 0.8316	9.41124	2.7	-3.02148
0.309 0.8343	9.40821	2.7	-3.03129
0.31 0.837	9.40517	2.7	-3.0411
0.311 0.8397	9.40213	2.7	-3.05091
0.312 0.8424	9.39907	2.7	-3.06072
0.313 0.8451	9.39601	2.7	-3.07053
0.314 0.8478	9.39293	2.7	-3.08034
0.315 0.8505	9.38984	2.7	-3.09015
0.316 0.8532	9.38675	2.7	-3.09996
0.317 0.8559	9.38364	2.7	-3.10977
0.318 0.8586	9.38053	2.7	-3.11958
0.319 0.8613	9.37741	2.7	-3.12939
0.32 0.864	9.37427	2.7	-3.1392
0.321 0.8667	9.37113	2.7	-3.14901
0.322 0.8694	9.36797	2.7	-3.15882
0.323 0.8721	9.36481	2.7	-3.16863
0.324 0.8748	9.36164	2.7	-3.17844
0.325 0.8775	9.35845	2.7	-3.18825
0.326 0.8802	9.35526	2.7	-3.19806
0.327 0.8829	9.35206	2.7	-3.20787
0.328 0.8856	9.34884	2.7	-3.21768
0.329 0.8883	9.34562	2.7	-3.22749
0.33 0.891	9.34239	2.7	-3.2373
0.331 0.8937	9.33915	2.7	-3.24711
0.332 0.8964	9.33589	2.7	-3.25692
0.333 0.8991	9.33263	2.7	-3.26673
0.334 0.9018	9.32936	2.7	-3.27654
0.335 0.9045	9.32608	2.7	-3.28635
0.336 0.9072	9.32279	2.7	-3.29616
0.337 0.9099	9.31949	2.7	-3.30597
0.338 0.9126	9.31618	2.7	-3.31578
0.339 0.9153	9.31286	2.7	-3.32559
0.34 0.918	9.30953	2.7	-3.3354
0.341 0.9207	9.30619	2.7	-3.34521
0.342 0.9234	9.30283	2.7	-3.35502
0.343 0.9261	9.29948	2.7	-3.36483
0.344 0.9288	9.29611	2.7	-3.37464
0.345 0.9315	9.29273	2.7	-3.38445
0.346 0.9342	9.28934	2.7	-3.39426
0.347 0.9369	9.28594	2.7	-3.40407
0.348 0.9396	9.28253	2.7	-3.41388
0.349 0.9423	9.27911	2.7	-3.42369
0.35 0.945	9.27568	2.7	-3.4335
0.351 0.9477	9.27224	2.7	-3.44331
0.352 0.9504	9.26879	2.7	-3.45312
0.353 0.9531	9.26534	2.7	-3.46293
0.354 0.9558	9.26187	2.7	-3.47274
0.355 0.9585	9.25839	2.7	-3.48255
0.356 0.9612	9.2549	2.7	-3.49236
0.357 0.9639	9.25141	2.7	-3.50217
0.358 0.9666	9.2479	2.7	-3.51198
0.359 0.9693	9.24438	2.7	-3.52179
0.36 0.972	9.24086	2.7	-3.5316
0.361 0.9747	9.23732	2.7	-3.54141
0.362 0.9774	9.23377	2.7	-3.55122
0.363 0.9801	9.23022	2.7	-3.56103
0.364 0.9828	9.22665	2.7	-3.57084
0.365 0.9855	9.22307	2.7	-3.58065
0.366 0.9882	9.21949	2.7	-3.59046
0.367 0.9909	9.21589	2.7	-3.60027
0.368 0.9936	9.21229	2.7	-3.61008
0.369 0.9963	9.20867	2.7	-3.61989
0.37 0.999	9.20505	2.7	-3.6297
0.371 1.0017	9.20141	2.7	-3.63951
0.372 1.0044	9.19777	2.7	-3.64932
0.373 1.0071	9.19412	2.7	-3.65913
0.374 1.0098	9.19045	2.7	-3.66894
0.375 1.0125	9.18678	2.7	-3.67875
0.376 1.0152	9.18309	2.7	-3.68856
0.377 1.0179	9.1794	2.7	-3.69837
0.378 1.0206	9.1757	2.7	-3.70818
0.379 1.0233	9.17198	2.7	-3.71799
0.38 1.026	9.16826	2.7	-3.7278
0.381 1.0287	9.16453	2.7	-3.73761
0.382 1.0314	9.16079	2.7	-3.74742
0.383 1.0341	9.15703	2.7	-3.75723
0.384 1.0368	9.15327	2.7	-3.76704
0.385 1.0395	9.1495	2.7	-3.77685
0.386 1.0422	9.14572	2.7	-3.78666
0.387 1.0449	9.14193	2.7	-3.79647
0.388 1.0476	9.13813	2.7	-3.80628
0.389 1.0503	9.13431	2.7	-3.81609
0.39 1.053	9.13049	2.7	-3.8259
0.391 1.0557	9.12666	2.7	-3.83571
0.392 1.0584	9.12282	2.7	-3.84552
0.393 1.0611	9.11897	2.7	-3.85533
0.394 1.0638	9.11511	2.7	-3.86514
0.395 1.0665	9.11124	2.7	-3.87495
0.396 1.0692	9.10736	2.7	-3.88476
0.397 1.0719	9.10347	2.7	-3.89457
0.398 1.0746	9.09957	2.7	-3.90438
0.399 1.0773	9.09566	2.7	-3.91419
0.4 1.08	9.09174	2.7	-3.924
0.401 1.0827	9.08781	2.7	-3.93381
0.402 1.0854	9.08388	2.7	-3.94362
0.403 1.0881	9.07993	2.7	-3.95343
0.404 1.0908	9.07597	2.7	-3.96324
0.405 1.0935	9.072	2.7	-3.97305
0.406 1.0962	9.06802	2.7	-3.98286
0.407 1.0989	9.06404	2.7	-3.99267
0.408 1.1016	9.06004	2.7	-4.00248
0.409 1.1043	9.05603	2.7	-4.01229
0.41 1.107	9.05201	2.7	-4.0221
0.411 1.1097	9.04799	2.7	-4.03191
0.412 1.1124	9.04395	2.7	-4.04172
0.413 1.1151	9.0399	2.7	-4.05153
0.414 1.1178	9.03585	2.7	-4.06134
0.415 1.1205	9.03178	2.7	-4.07115
0.416 1.1232	9.0277	2.7	-4.08096
0.417 1.1259	9.02362	2.7	-4.09077
0.418 1.1286	9.01952	2.7	-4.10058
0.419 1.1313	9.01542	2.7	-4.11039
0.42 1.134	9.0113	2.7	-4.1202
0.421 1.1367	9.00718	2.7	-4.13001
0.422 1.1394	9.00304	2.7	-4.13982
0.423 1.1421	8.9989	2.7	-4.14963
0.424 1.1448	8.99474	2.7	-4.15944
0.425 1.1475	8.99058	2.7	-4.16925
0.426 1.1502	8.9864	2.7	-4.17906
0.427 1.1529	8.98222	2.7	-4.18887
0.428 1.1556	8.97803	2.7	-4.19868
0.429 1.1583	8.97382	2.7	-4.20849
0.43 1.161	8.96961	2.7	-4.2183
0.431 1.1637	8.96539	2.7	-4.22811
0.432 1.1664	8.96115	2.7	-4.23792
0.433 1.1691	8.95691	2.7	-4.24773
0.434 1.1718	8.95266	2.7	-4.25754
0.435 1.1745	8.94839	2.7	-4.26735
0.436 1.1772	8.94412	2.7	-4.27716
0.437 1.1799	8.93984	2.7	-4.28697
0.438 1.1826	8.93555	2.7	-4.29678
0.439 1.1853	8.93125	2.7	-4.30659
0.44 1.188	8.92694	2.7	-4.3164
0.441 1.1907	8.92261	2.7	-4.32621
0.442 1.1934	8.91828	2.7	-4.33602
0.443 1.1961	8.91394	2.7	-4.34583
0.444 1.1988	8.90959	2.7	-4.35564
0.445 1.2015	8.90523	2.7	-4.36545
0.446 1.2042	8.90086	2.7	-4.37526
0.447 1.2069	8.89648	2.7	-4.38507
0.448 1.2096	8.89209	2.7	-4.39488
0.449 1.2123	8.88769	2.7	-4.40469
0.45 1.215	8.88328	2.7	-4.4145
0.451 1.2177	8.87886	2.7	-4.42431
0.452 1.2204	8.87443	2.7	-4.43412
0.453 1.2231	8.86999	2.7	-4.44393
0.454 1.2258	8.86554	2.7	-4.45374
0.455 1.2285	8.86109	2.7	-4.46355
0.456 1.2312	8.85662	2.7	-4.47336
0.457 1.2339	8.85214	2.7	-4.48317
0.458 1.2366	8.84765	2.7	-4.49298
0.459 1.2393	8.84315	2.7	-4.50279
0.46 1.242	8.83865	2.7	-4.5126
0.461 1.2447	8.83413	2.7	-4.52241
0.462 1.2474	8.8296	2.7	-4.53222
0.463 1.2501	8.82506	2.7	-4.54203
0.464 1.2528	8.82052	2.7	-4.55184
0.465 1.2555	8.81596	2.7	-4.56165
0.466 1.2582	8.81139	2.7	-4.57146
0.467 1.2609	8.80682	2.7	-4.58127
0.468 1.2636	8.80223	2.7	-4.59108
0.469 1.2663	8.79763	2.7	-4.60089
0.47 1.269	8.79303	2.7	-4.6107
0.471 1.2717	8.78841	2.7	-4.62051
0.472 1.2744	8.78379	2.7	-4.63032
0.473 1.2771	8.77915	2.7	-4.64013
0.474 1.2798	8.77451	2.7	-4.64994
0.475 1.2825	8.76985	2.7	-4.65975
0.476 1.2852	8.76519	2.7	-4.66956
0.477 1.2879	8.76051	2.7	-4.67937
0.478 1.2906	8.75583	2.7	-4.68918
0.479 1.2933	8.75114	2.7	-4.69899
0.48 1.296	8.74643	2.7	-4.7088
0.481 1.2987	8.74172	2.7	-4.71861
0.482 1.3014	8.73699	2.7	-4.72842
0.483 1.3041	8.73226	2.7	-4.73823
0.484 1.3068	8.72752	2.7	-4.74804
0.485 1.3095	8.72276	2.7	-4.75785
0.486 1.3122	8.718	2.7	-4.76766
0.487 1.3149	8.71323	2.7	-4.77747
0.488 1.3176	8.70845	2.7	-4.78728
0.489 1.3203	8.70365	2.7	-4.79709
0.49 1.323	8.69885	2.7	-4.8069
0.491 1.3257	8.69404	2.7	-4.81671
0.492 1.3284	8.68922	2.7	-4.82652
0.493 1.3311	8.68439	2.7	-4.83633
0.494 1.3338	8.67955	2.7	-4.84614
0.495 1.3365	8.6747	2.7	-4.85595
0.496 1.3392	8.66983	2.7	-4.86576
0.497 1.3419	8.66496	2.7	-4.87557
0.498 1.3446	8.66008	2.7	-4.88538
0.499 1.3473	8.65519	2.7	-4.89519
0.5 1.35	8.65029	2.7	-4.905
0.501 1.3527	8.64538	2.7	-4.91481
0.502 1.3554	8.64046	2.7	-4.92462
0.503 1.3581	8.63553	2.7	-4.93443
0.504 1.3608	8.63059	2.7	-4.94424
0.505 1.3635	8.62565	2.7	-4.95405
0.506 1.3662	8.62069	2.7	-4.96386
0.507 1.3689	8.61572	2.7	-4.97367
0.508 1.3716	8.61074	2.7	-4.98348
0.509 1.3743	8.60575	2.7	-4.99329
0.51 1.377	8.60075	2.7	-5.0031
0.511 1.3797	8.59574	2.7	-5.01291
0.512 1.3824	8.59073	2.7	-5.02272
0.513 1.3851	8.5857	2.7	-5.03253
0.514 1.3878	8.58066	2.7	-5.04234
0.515 1.3905	8.57561	2.7	-5.05215
0.516 1.3932	8.57056	2.7	-5.06196
0.517 1.3959	8.56549	2.7	-5.07177
0.518 1.3986	8.56041	2.7	-5.08158
0.519 1.4013	8.55533	2.7	-5.09139
0.52 1.404	8.55023	2.7	-5.1012
0.521 1.4067	8.54513	2.7	-5.11101
0.522 1.4094	8.54001	2.7	-5.12082
0.523 1.4121	8.53488	2.7	-5.13063
0.524 1.4148	8.52975	2.7	-5.14044
0.525 1.4175	8.5246	2.7	-5.15025
0.526 1.4202	8.51945	2.7	-5.16006
0.527 1.4229	8.51428	2.7	-5.16987
0.528 1.4256	8.50911	2.7	-5.17968
0.529 1.4283	8.50392	2.7	-5.18949
0.53 1.431	8.49873	2.7	-5.1993
0.531 1.4337	8.49352	2.7	-5.20911
0.532 1.4364	8.48831	2.7	-5.21892
0.533 1.4391	8.48309	2.7	-5.22873
0.534 1.4418	8.47785	2.7	-5.23854
0.535 1.4445	8.47261	2.7	-5.24835
0.536 1.4472	8.46736	2.7	-5.25816
0.537 1.4499	8.46209	2.7	-5.26797
0.538 1.4526	8.45682	2.7	-5.27778
0.539 1.4553	8.45154	2.7	-5.28759
0.54 1.458	8.44625	2.7	-5.2974
0.541 1.4607	8.44094	2.7	-5.30721
0.542 1.4634	8.43563	2.7	-5.31702
0.543 1.4661	8.43031	2.7	-5.32683
0.544 1.4688	8.42498	2.7	-5.33664
0.545 1.4715	8.41964	2.7	-5.34645
0.546 1.4742	8.41428	2.7	-5.35626
0.547 1.4769	8.40892	2.7	-5.36607
0.548 1.4796	8.40355	2.7	-5.37588
0.549 1.4823	8.39817	2.7	-5.38569
0.55 1.485	8.39278	2.7	-5.3955
0.551 1.4877	8.38738	2.7	-5.40531
0.552 1.4904	8.38197	2.7	-5.41512
0.553 1.4931	8.37655	2.7	-5.42493
0.554 1.4958	8.37112	2.7	-5.43474
0.555 1.4985	8.36568	2.7	-5.44455
0.556 1.5012	8.36023	2.7	-5.45436
0.557 1.5039	8.35477	2.7	-5.46417
0.558 1.5066	8.3493	2.7	-5.47398
0.559 1.5093	8.34382	2.7	-5.48379
0.56 1.512	8.33834	2.7	-5.4936
0.561 1.5147	8.33284	2.7	-5.50341
0.562 1.5174	8.32733	2.7	-5.51322
0.563 1.5201	8.32181	2.7	-5.52303
0.564 1.5228	8.31628	2.7	-5.53284
0.565 1.5255	8.31074	2.7	-5.54265
0.566 1.5282	8.3052	2.7	-5.55246
0.567 1.5309	8.29964	2.7	-5.56227
0.568 1.5336	8.29407	2.7	-5.57208
0.569 1.5363	8.2885	2.7	-5.58189
0.57 1.539	8.28291	2.7	-5.5917
0.571 1.5417	8.27731	2.7	-5.60151
0.572 1.5444	8.27171	2.7	-5.61132
0.573 1.5471	8.26609	2.7	-5.62113
0.574 1.5498	8.26046	2.7	-5.63094
0.575 1.5525	8.25483	2.7	-5.64075
0.576 1.5552	8.24918	2.7	-5.65056
0.577 1.5579	8.24353	2.7	-5.66037
0.578 1.5606	8.23786	2.7	-5.67018
0.579 1.5633	8.23219	2.7	-5.67999
0.58 1.566	8.2265	2.7	-5.6898
0.581 1.5687	8.22081	2.7	-5.69961
0.582 1.5714	8.2151	2.7	-5.70942
0.583 1.5741	8.20939	2.7	-5.71923
0.584 1.5768	8.20366	2.7	-5.72904
0.585 1.5795	8.19793	2.7	-5.73885
